央卫频道,#genre#
二哈讲电影,http://8.155.43.98:35455/douyu/8778280
牛叔说电影,http://8.155.43.98:35455/douyu/2758565
火龙果电影,http://8.155.43.98:35455/douyu/9559158
楚哥说电影,http://8.155.43.98:35455/douyu/9375743
电影刘油果,http://8.155.43.98:35455/douyu/3985805
电影黑匣子,http://8.155.43.98:35455/douyu/8706652
电影最Top,http://8.155.43.98:35455/huya/11774959
科幻战舰,http://8.155.43.98:35455/douyu/8772060
莱纳电影,http://8.155.43.98:35455/douyu/9356937
小儛电影,http://8.155.43.98:35455/douyu/8362978
熊猫电影,http://8.155.43.98:35455/douyu/3506483
墨逗电影,http://8.155.43.98:35455/douyu/9614847
阿苏电影,http://8.155.43.98:35455/douyu/9037784
爆裂电影,http://8.155.43.98:35455/huya/29982678
电影笔记,http://8.155.43.98:35455/douyu/9636034
贰哥电影,http://8.155.43.98:35455/douyu/9338867
大荒电影,http://8.155.43.98:35455/douyu/3508538
电影漩涡,http://8.155.43.98:35455/douyu/8706350
驴哥电影,http://8.155.43.98:35455/douyu/5376478
女神说漫,http://8.155.43.98:35455/douyu/9439594
斌哥说漫,http://8.155.43.98:35455/huya/18632116

科幻系列,#genre#
科幻系列1,http://8.155.43.98:35455/yy/1382745114
科幻系列2,http://8.155.43.98:35455/yy/1382749948
科幻系列3,http://8.155.43.98:35455/yy/1354930897
科幻系列4,http://8.155.43.98:35455/yy/1354930209
科幻系列5,http://8.155.43.98:35455/yy/1382747628
科幻系列6,http://8.155.43.98:35455/yy/1382736800
科幻系列7,http://8.155.43.98:35455/yy/1382736840
科幻系列8,http://8.155.43.98:35455/yy/1354930821
科幻系列9,http://8.155.43.98:35455/huya/23746486
科幻系列10,http://8.155.43.98:35455/huya/20985857
科幻系列11,http://8.155.43.98:35455/huya/30080257
科幻系列12,http://8.155.43.98:35455/huya/26355781
科幻系列13,http://8.155.43.98:35455/huya/23863778

动作系列,#genre#
动作系列1,http://8.155.43.98:35455/yy/1382735540
动作系列2,http://8.155.43.98:35455/yy/1382736823
动作系列3,http://8.155.43.98:35455/yy/1382735568
动作系列4,http://8.155.43.98:35455/yy/1382745096
动作系列5,http://8.155.43.98:35455/yy/1382851522
动作系列6,http://8.155.43.98:35455/yy/1382745176

经典系列,#genre#
经典系列1,http://8.155.43.98:35455/yy/1382735570
经典系列2,http://8.155.43.98:35455/yy/1382736867
经典系列3,http://8.155.43.98:35455/yy/1382736900
经典系列4,http://8.155.43.98:35455/yy/1382749895
经典系列5,http://8.155.43.98:35455/yy/1382793140
经典系列6,http://8.155.43.98:35455/yy/1354931503
经典系列7,http://8.155.43.98:35455/yy/1382736810
经典系列8,http://8.155.43.98:35455/yy/1354936242
经典系列9,http://8.155.43.98:35455/yy/1382735576
经典系列10,http://8.155.43.98:35455/yy/1354930204

喜剧系列,#genre#
喜剧系列1,http://8.155.43.98:35455/yy/1382745175
喜剧系列2,http://8.155.43.98:35455/yy/1354931495
喜剧系列3,http://8.155.43.98:35455/yy/1382851598
喜剧系列4,http://8.155.43.98:35455/yy/1382736862
喜剧系列5,http://8.155.43.98:35455/yy/1354926612
喜剧系列6,http://8.155.43.98:35455/yy/1382735563
喜剧系列7,http://8.155.43.98:35455/yy/1382735584
喜剧系列8,http://8.155.43.98:35455/douyu/10298856
喜剧系列9,http://8.155.43.98:35455/douyu/10329300

系列专场,#genre#
科幻片专场,http://8.155.43.98:35455/huya/11352965
穿越片专场,http://8.155.43.98:35455/huya/29465892
星球片专场,http://8.155.43.98:35455/huya/30080234
动作片专场,http://8.155.43.98:35455/huya/10871113
谍战片专场,http://8.155.43.98:35455/huya/26355810
灾难片专场,http://8.155.43.98:35455/huya/23728647
怪兽片专场,http://8.155.43.98:35455/huya/29982674
硬汉片专场,http://8.155.43.98:35455/huya/23864973
竞速片专场,http://8.155.43.98:35455/huya/29982635
英雄片专场,http://8.155.43.98:35455/huya/11601980
冒险片专场,http://8.155.43.98:35455/huya/21059566
奇幻片专场,http://8.155.43.98:35455/huya/26355847
悬疑片专场,http://8.155.43.98:35455/huya/21059530
犯罪片专场,http://8.155.43.98:35455/huya/30080165
枪战片专场,http://8.155.43.98:35455/huya/21059579
杀手片专场,http://8.155.43.98:35455/huya/23728689
复仇片专场,http://8.155.43.98:35455/huya/29982645
警匪片专场,http://8.155.43.98:35455/huya/30041512
惊悚片专场,http://8.155.43.98:35455/huya/26355802
恐怖片专场,http://8.155.43.98:35455/huya/24884334
战争片专场,http://8.155.43.98:35455/huya/21059618
贺岁片专场,http://8.155.43.98:35455/huya/11601986
盗墓片专场,http://8.155.43.98:35455/huya/11601981
丧尸片专场,http://8.155.43.98:35455/huya/24314160
僵尸片专场,http://8.155.43.98:35455/huya/11352917
爱情片专场,http://8.155.43.98:35455/huya/29982639
西部片专场,http://8.155.43.98:35455/huya/30080177
喜剧片专场,http://8.155.43.98:35455/huya/11602044
香港片专场,http://8.155.43.98:35455/huya/29982660
武侠片专场,http://8.155.43.98:35455/huya/29982611
热门片专场,http://8.155.43.98:35455/huya/880261
高分片专场,http://8.155.43.98:35455/huya/23902225
校园片专场,http://8.155.43.98:35455/huya/11352934
音乐片专场,http://8.155.43.98:35455/huya/23860057
体育片专场,http://8.155.43.98:35455/huya/23864480
印度片专场,http://8.155.43.98:35455/huya/26355799
动画片专场,http://8.155.43.98:35455/huya/11352878
长短片专场,http://8.155.43.98:35455/huya/17098448
美国剧专场,http://8.155.43.98:35455/huya/30080138
英国剧专场,http://8.155.43.98:35455/huya/29982659
韩国剧专场,http://8.155.43.98:35455/huya/23863787
台湾剧专场,http://8.155.43.98:35455/huya/11342436
经典剧专场,http://8.155.43.98:35455/huya/11602081
搞笑剧专场,http://8.155.43.98:35455/huya/21059634
年代剧专场,http://8.155.43.98:35455/huya/20969095
古装剧专场,http://8.155.43.98:35455/huya/24314158
武侠剧专场,http://8.155.43.98:35455/huya/20985816
怀旧剧专场,http://8.155.43.98:35455/huya/30080241
僵尸剧专场,http://8.155.43.98:35455/huya/23865148
谍战剧专场,http://8.155.43.98:35455/huya/30080225
探案剧专场,http://8.155.43.98:35455/huya/20969144
刑侦剧专场,http://8.155.43.98:35455/huya/20969130
偶像剧专区,http://8.155.43.98:35455/huya/11601964
校园剧专区,http://8.155.43.98:35455/huya/30080228
爱情剧专区,http://8.155.43.98:35455/huya/29982671
家庭剧专场,http://8.155.43.98:35455/huya/11352872
都市剧专场,http://8.155.43.98:35455/huya/29982666
穿越剧专区,http://8.155.43.98:35455/huya/26355857
乡村剧专区,http://8.155.43.98:35455/huya/30080255
抗战剧专区,http://8.155.43.98:35455/huya/30080238

其它系列,#genre#
玄幻系列,http://8.155.43.98:35455/huya/11342414
怪兽系列,http://8.155.43.98:35455/huya/21059577
盗墓系列,http://8.155.43.98:35455/huya/21059552
古墓系列,http://8.155.43.98:35455/huya/11352913
警匪系列,http://8.155.43.98:35455/huya/11352886
黑帮系列,http://8.155.43.98:35455/huya/11342419
战争系列,http://8.155.43.98:35455/yy/1382745179
末日系列,http://8.155.43.98:35455/yy/1354889019
功夫系列,http://8.155.43.98:35455/yy/1382736902
恐怖系列,http://8.155.43.98:35455/yy/24066336
功夫系列,http://8.155.43.98:35455/yy/1382736902
红色系列,http://8.155.43.98:35455/yy/1382745083

名星专场,#genre#
王晶专场,http://8.155.43.98:35455/huya/11602058
徐克专场,http://8.155.43.98:35455/huya/11352909
成龙专场,http://8.155.43.98:35455/huya/11342386
沈腾专场,http://8.155.43.98:35455/huya/11601968
黄渤专场,http://8.155.43.98:35455/huya/11352876
徐峥专场,http://8.155.43.98:35455/huya/11602043
嘉禾片专场,http://8.155.43.98:35455/huya/11342423
许氏片专场,http://8.155.43.98:35455/huya/11602033
周星驰专场,http://8.155.43.98:35455/huya/11336587
李连杰专场,http://8.155.43.98:35455/huya/11342390
甄子丹专场,http://8.155.43.98:35455/huya/11352935
洪金宝专场,http://8.155.43.98:35455/huya/11279251
古天乐专场,http://8.155.43.98:35455/huya/29982675
梁家辉专场,http://8.155.43.98:35455/huya/11342429
陈小春专场,http://8.155.43.98:35455/huya/11336719
吴镇宇专场,http://8.155.43.98:35455/huya/23865096
周润发专场,http://8.155.43.98:35455/huya/11342387
刘德华专场,http://8.155.43.98:35455/huya/11342424
林正英专场,http://8.155.43.98:35455/huya/11342421
马东锡专场,http://8.155.43.98:35455/huya/21059556
巨石强森专场,http://8.155.43.98:35455/huya/21059581
杰森斯坦森专场,http://8.155.43.98:35455/huya/21059588

院线经典,#genre#
黑衣人,http://8.155.43.98:35455/yy/1354930936
终结者,http://8.155.43.98:35455/yy/1382851148
碟中谍,http://8.155.43.98:35455/yy/1382736836
阿凡达,http://8.155.43.98:35455/yy/1382735577
变形金刚,http://8.155.43.98:35455/yy/1382736803
漫威宇宙,http://8.155.43.98:35455/yy/1354930233
黑豹系列,http://8.155.43.98:35455/yy/1382736816
毒液系列,http://8.155.43.98:35455/yy/1382745095
美国队长,http://8.155.43.98:35455/yy/1382736813
复仇者联盟,http://8.155.43.98:35455/yy/1354936167
银河护卫队,http://8.155.43.98:35455/yy/1382736815
异形系列,http://8.155.43.98:35455/yy/1382735543
铁血战士,http://8.155.43.98:35455/huya/11602047
机械战警,http://8.155.43.98:35455/yy/1382736854
哈利波特,http://8.155.43.98:35455/yy/1382745105
飓风营救,http://8.155.43.98:35455/yy/1382735547
憨豆先生,http://8.155.43.98:35455/yy/1354936239
速度与激情,http://8.155.43.98:35455/yy/1382736911#http://8.155.43.98:35455/yy/1382749892
侏罗纪世界,http://8.155.43.98:35455/yy/1382736851
加勒比海盗,http://8.155.43.98:35455/yy/1382749914
王牌大贱谍,http://8.155.43.98:35455/yy/1382735556
赌神,http://8.155.43.98:35455/yy/1354889044
叶问,http://8.155.43.98:35455/yy/1382828771
鹿鼎记,http://8.155.43.98:35455/yy/1354658049
精武英雄,http://8.155.43.98:35455/yy/1382736873
藏地密码,http://8.155.43.98:35455/yy/1382851576
搬山道人,http://8.155.43.98:35455/yy/1382736916
潜行极战,http://8.155.43.98:35455/yy/1354932420
举起手来,http://8.155.43.98:35455/yy/1382736877
百团大战,http://8.155.43.98:35455/yy/1382736871
夏洛特烦恼,http://8.155.43.98:35455/yy/1354936201
无双花木兰,http://8.155.43.98:35455/yy/1382749917

国产剧集,#genre#
渴望,http://8.155.43.98:35455/yy/1354930963
济公传,http://8.155.43.98:35455/yy/1355265814
封神榜,http://8.155.43.98:35455/huya/20432237
西游记,http://39.153.130.167:35455/huya/20985836
红楼梦,http://8.155.43.98:35455/huya/30080221
水浒传,http://8.155.43.98:35455/huya/26355860
三国演义,http://8.155.43.98:35455/yy/1354936241#http://8.155.43.98:35455/yy/1354930932
康熙王朝,http://8.155.43.98:35455/yy/1382851583
大明王朝,http://8.155.43.98:35455/yy/1382736879
还珠格格,http://8.155.43.98:35455/huya/30080241
宫锁珠帘,http://8.155.43.98:35455/yy/1354926666
知否知否,http://8.155.43.98:35455/yy/1354936134#http://8.155.43.98:35455/yy/21881901
大汉贤后,http://8.155.43.98:35455/yy/1382735569
抹茶少女,http://8.155.43.98:35455/yy/1382737888
大唐双龙传,http://8.155.43.98:35455/yy/1354930979
唐朝诡实录,http://8.155.43.98:35455/yy/1353913646
宰相刘罗锅,http://8.155.43.98:35455/yy/1382745191
神医喜来乐,http://8.155.43.98:35455/yy/1382714119
铁齿铜牙纪晓岚,http://8.155.43.98:35455/yy/1382781415
仙剑奇侠传,http://8.155.43.98:35455/yy/1382749903
陈情令,http://8.155.43.98:35455/yy/1382745121
天道,http://8.155.43.98:35455/yy/1382735574
风筝,http://8.155.43.98:35455/yy/1382828770
好先生,http://8.155.43.98:35455/yy/79382500
欢乐颂,http://8.155.43.98:35455/yy/1382735624
伪装者,http://8.155.43.98:35455/yy/1382851593#http://8.155.43.98:35455/yy/1354936244
叛逆者,http://8.155.43.98:35455/yy/1382736868
野山鹰,http://8.155.43.98:35455/yy/1354932395
闯关东,http://8.155.43.98:35455/yy/1383546866
父母爱情,http://8.155.43.98:35455/yy/1382851594#http://8.155.43.98:35455/yy/1354926650
流金岁月,http://8.155.43.98:35455/yy/1382749906
正阳门下,http://8.155.43.98:35455/yy/1354931580
士兵突击,http://8.155.43.98:35455/yy/1382851600
苦乐村官,http://8.155.43.98:35455/yy/1382736864
我爱我家,http://8.155.43.98:35455/yy/1382735557
武林外传,http://8.155.43.98:35455/yy/1354282410
伊人有约,http://8.155.43.98:35455/yy/1382737892
粟裕大将,http://8.155.43.98:35455/yy/1354926542
我的前半生,http://8.155.43.98:35455/yy/1382735564
大江大河I,http://8.155.43.98:35455/yy/1382736806
大江大河II,http://8.155.43.98:35455/yy/1382736797
深海利剑,http://8.155.43.98:35455/yy/1382736906
以家人之名,http://8.155.43.98:35455/yy/1382736908
神探狄仁杰1,http://8.155.43.98:35455/yy/1382851575
神探狄仁杰2,http://8.155.43.98:35455/yy/1382828767
情满四合院,http://8.155.43.98:35455/yy/1382851601#http://8.155.43.98:35455/yy/1382735541
最美的青春,http://8.155.43.98:35455/yy/1382745116#http://8.155.43.98:35455/yy/1382851530
北京爱情故事,http://8.155.43.98:35455/yy/1382744423
远去的飞鹰,http://8.155.43.98:35455/yy/1354930912
我的体育老师,http://8.155.43.98:35455/yy/1382745169
炊事班的故事,http://8.155.43.98:35455/yy/1382749901
炊事班的故事II,http://8.155.43.98:35455/yy/1382851579
炊事班的故事III,http://8.155.43.98:35455/yy/1382736716
我的父亲我的兵,http://8.155.43.98:35455/yy/1353413714
如果岁月可回头,http://8.155.43.98:35455/yy/1382736883

港台剧集,#genre#
寻秦记,http://8.155.43.98:35455/yy/1382851591
鹿鼎记,http://8.155.43.98:35455/yy/1382704650
天龙八部,http://8.155.43.98:35455/yy/1351814644
笑傲江湖,http://8.155.43.98:35455/yy/1355067965
施公奇案,http://8.155.43.98:35455/yy/1382736824
无敌县令,http://8.155.43.98:35455/yy/1354932390
金玉满堂,http://8.155.43.98:35455/yy/1382736881
公主嫁到,http://8.155.43.98:35455/yy/1382736915
钟馗传说,http://8.155.43.98:35455/yy/1382736839
法证先锋,http://8.155.43.98:35455/yy/1354930939#http://8.155.43.98:35455/yy/1382851599
读心神探,http://8.155.43.98:35455/yy/1382736875
辣警狂花,http://8.155.43.98:35455/yy/1382736892#http://8.155.43.98:35455/yy/1382745110
缺宅男女,http://8.155.43.98:35455/yy/1382745088
名媛望族,http://8.155.43.98:35455/yy/1354932431
非常保镖,http://8.155.43.98:35455/yy/1382736903
警犬巴打,http://8.155.43.98:35455/yy/1354932397
当旺爸爸,http://8.155.43.98:35455/yy/1354936208
陆小凤传奇,http://8.155.43.98:35455/huya/11342427
少年包青天,http://8.155.43.98:35455/yy/1382736814
薛仁贵传奇,http://8.155.43.98:35455/yy/1355260662
宝莲灯前传,http://8.155.43.98:35455/yy/1354931631
西游记后传,http://8.155.43.98:35455/yy/1353392400#http://8.155.43.98:35455/yy/1382736846
刑事侦缉档案,http://8.155.43.98:35455/yy/1382851585
少年四大名捕,http://8.155.43.98:35455/yy/1354936203
新白娘子传奇,http://8.155.43.98:35455/yy/1354930969#http://8.155.43.98:35455/yy/1508961855
我和僵尸有个约会,http://8.155.43.98:35455/huya/21059571

动漫经典,#genre#
虫师,http://8.155.43.98:35455/huya/21241791
尸兄,http://8.155.43.98:35455/huya/26355846
龙族,http://8.155.43.98:35455/huya/23865086
宫崎骏,http://8.155.43.98:35455/huya/21059614
七龙珠,http://8.155.43.98:35455/huya/11601966
海贼王,http://8.155.43.98:35455/huya/29982634
通灵王,http://8.155.43.98:35455/huya/20969112
游戏王,http://8.155.43.98:35455/huya/20985856
星辰变,http://8.155.43.98:35455/huya/24514506
猫和老鼠,http://8.155.43.98:35455/huya/11352879
哆啦A梦,http://8.155.43.98:35455/huya/11601963
蜡笔小新,http://8.155.43.98:35455/huya/11352970
火影忍者,http://8.155.43.98:35455/huya/29465866
全职猎人,http://8.155.43.98:35455/huya/30080254
神奇宝贝,http://8.155.43.98:35455/huya/21241784
数码宝贝,http://8.155.43.98:35455/huya/29941782
四驱兄弟,http://8.155.43.98:35455/huya/11352922
头文字D,http://8.155.43.98:35455/huya/11352889
足球小将,http://8.155.43.98:35455/huya/25725150
网球王子,http://8.155.43.98:35455/huya/11352882
魔法少女,http://8.155.43.98:35455/huya/21059587
海绵宝宝,http://8.155.43.98:35455/huya/11352919
咒术回战,http://8.155.43.98:35455/huya/21059561
全职高手,http://8.155.43.98:35455/huya/21059628
全职法师,http://8.155.43.98:35455/huya/26355772
轻羽飞扬,http://8.155.43.98:35455/huya/30805998
葫芦兄弟,http://8.155.43.98:35455/huya/20985834
哪吒传奇,http://8.155.43.98:35455/huya/26355782
名侦探柯南,http://8.155.43.98:35455/huya/30080236
樱桃小丸子,http://8.155.43.98:35455/huya/11342394
魔神英雄传,http://8.155.43.98:35455/huya/21241839
精灵宝可梦,http://8.155.43.98:35455/huya/23749096
罗小黑战记,http://8.155.43.98:35455/huya/24314159
间谍过家家,http://8.155.43.98:35455/huya/30080149
黑子的篮球,http://8.155.43.98:35455/huya/30080253
瑞克与莫蒂,http://8.155.43.98:35455/huya/29982655
玩具总动员,http://8.155.43.98:35455/huya/30080256
飞天小女警,http://8.155.43.98:35455/huya/11601958
成龙历险记,http://8.155.43.98:35455/huya/11352946
超自然武装,http://8.155.43.98:35455/huya/20985850
钢之炼金术师,http://8.155.43.98:35455/huya/20985859
反叛的鲁路修,http://8.155.43.98:35455/huya/20969113
新世纪福音战士,http://8.155.43.98:35455/huya/20985862
元气少女缘结神,http://8.155.43.98:35455/huya/11352967
大头儿子小头爸爸,http://8.155.43.98:35455/huya/20969114






